Month,keyword,count,tweets
2'21,covid19,288,"['new study from   will explore whether tiny airborne droplets and particles can spread coronavirus in settings like supermarkets  schools and busy streets     aerosol  covid19', 'our  new   ukri  epsrc  covid19 project  covair towards refining the understanding the  airborne nature of  coronavirus with imperial college london  colleagues                 ', '  also consider the predictions from imperial college london which found that 500 thousand could have died from covid19  and you have a very strong argument for lockdown ', ' pueden usarse ciertos alimentos para luchar contra la  covid19  el imperial college de londres lo investiga y ya tiene resultados que lo demuestran gracias a que miles de usuarios comparten la capacidad de procesamiento de su m vil con la app  dreamlab    ', 'each week   speaks with   covid 19 response team experts to answer your  mycovidquestion   watch   ferguson on the team s modelling informing the   roadmap out of lockdown   first episode of a new series  covid19 science in context   outbreak  ']"
2'21,time,274,"['      zahir         late to the game  but i m equally thankful to you ed  both during and after my bsc project exam time at     you were a guiding star  no 1 supervisor ', 'in the time of covid  imperial college is connecting staff and students like never before with   teams  check out this video and learn more   ', '    in hyde park rn  you should probably reconsider     i haven t seen this many ppl  w o mask none the less  for a looooong time      ', 'this paper has been submitted to a journal  amp  medrxiv  to facilitate timely  amp  rapid open access  code  results  paper  amp  the underlying datasets are freely available online          mrc     copenhagen  ', 'it s time   welcome to day 2 of  pubathon   we kick off our 2nd session    submission  im possible  researchers on making successful submissions  with     phd researcher     london and    professor in pediatric dentistry      rpubsure  ']"
2'21,stop,269,"['    rasmussen   he doesn t like it when you a  show him  it ll all be over by june  tweet or when you remind him that imperial college took legal action to stop him calling himself a professor there  i ve done both  there s more too    ', 'imperial college london  stop the unethical deal between imperial college london and huawei   sign the petition    via  ', 'imperial college london  stop the unethical deal between imperial college london and huawei   sign the petition    via  ', '    hidalgo y manque une derni re proposition   elle suit le plan des stop and go de ferguson de l imp rial coll ge de londres  tout simplement   ', '        rubbish  vaccine propaganda  tower hamlets had only recently vaccinated 10  of all those offered the vaccine  give it to the kids if you want to stop transmission  oh no forgot it isn t deemed safe  yet ']"
2'21,work,251,"['    how i miss 2006  when i was there  working on my thesys and seeing london eye from the window of my office ', '     definition of science  fits cnn lies so well    science    in march  lying cnn  tapper  cuomo  pushed imperial college  science   that projected 2 2 million dead by this past july    science    fauci gone from  masks don t work  to  wear two  maybe three  in less than 1 year ', 'enjoying    lifescientific so much  excellent guests  just caught up with the brilliant frank kelly  now     whom i had the pleasure of working with for many years on oxidative stress related to volcanic ash   ', 'twi are working with the   to develop the latest in fast and cost effective forming technologies    ', 'we just love to see our favourites working together for our communities   dr    delivered this session in somali for organisations in   with       pallan  ']"
2'21,vaccine,249,"['pleasing to read how the u k  s outstanding universities  including   came together with   and industry  for vaccine development  recovery trial  disease modelling  react and covid 19 diabetes obesity probably also worth a mention   ', '           how can the efficacy of vaccines not have a huge effect on imperial college s modelling on easing lockdown  because that is what they ve clarified below  might as well be zero then  if true   ', 'similar messages from 155 000 sample of imperial college react study   black willingness to take vaccine at 72   low refusal rate of 5  but  don t know  rather higher at 22   asian willingness at 88  with refusal  lt  2   amp  don t know 11   white british willingness at 93   ', 'det er s  vildt  havde sv rt ved at forst  det for et halvt  r siden  men bill gates er jo bidragsyder til who  imperial college london  flere danske universiteter professorer  gavi mfl  alt i verden handler om kun vacciner og det samne for statsledere rundt omkring  skr mmende    ', '  j harper the research found 34 7  of those 80 years or older generated antibody responses from one dose of pfizer vaccine  recalculate  imperial college data ']"
2'21,science,248,"['     definition of science  fits cnn lies so well    science    in march  lying cnn  tapper  cuomo  pushed imperial college  science   that projected 2 2 million dead by this past july    science    fauci gone from  masks don t work  to  wear two  maybe three  in less than 1 year ', '      kitchen cupboard science is great  get some cadbury fingers or   biscuits  bit off both ends and either with milk or hot chocolate use them as a straw  or blow bubbles       basic porosity and permeability taught in a tasty format', ' over half of government and charity spending on biomedical research goes to just three places  oxford  cambridge and west london  home to imperial college london   british science is less hierarchical than much of europe and more cosmopolitan    ', '        the u k  government you say  those  following the science   from oxbridge or our old friends at imperial college  well they have a plan     ', '  ventilation  fresh air  sunlight  all precursors to good health  why locking everyone indoors to  fight covid   was not following established science but the desires of the pandemic profiteers that have been funding the wildly inaccurate models produced at ihme  amp  imperial college']"
2'21,gates,238,"['ferguson  imperial college which receives millions in funding from gates lied to start the ball rolling  with a complete lockdown of the economy and continues to advise the government  you couldn t make it up and the public go along with it   ', '    uk     ah  but who gives orders to our government  bill and melinda gates funding  who gavi imperial college oxford university chris whitty  past  mhra bbc     to name a few ', 'why did the  billgates funding for  imperial college  not get mentioned   ', 'det er s  vildt  havde sv rt ved at forst  det for et halvt  r siden  men bill gates er jo bidragsyder til who  imperial college london  flere danske universiteter professorer  gavi mfl  alt i verden handler om kun vacciner og det samne for statsledere rundt omkring  skr mmende    ', '  the only thing that is missing is the connections between gates and the who  he s the biggest funder  he also funds the imperial college where ferguson works  of course mr gates is interested in vaxxing the world due to his own financial interests ']"
2'21,sign,231,"['imperial college london  stop the unethical deal between imperial college london and huawei   sign the petition    via  ', 'imperial college london  stop the unethical deal between imperial college london and huawei   sign the petition    via  ', 'this unique curved barrier can protect people from the damaging effects of air pollution     airpollution  barrier  design  ', 'this unique curved barrier can protect people from the damaging effects of air pollution     airpollution  barrier  design  ', 'thread by    neil ferguson  notorious lead author of imperial college model  sent a snarky and supercilious response to an earnest but questioning citizen concerned about policy  full significance of fe      ']"
2'21,deal,230,"['imperial college london  stop the unethical deal between imperial college london and huawei   sign the petition    via  ', 'imperial college london  stop the unethical deal between imperial college london and huawei   sign the petition    via  ', 'women at imperial week is back   activities range from panel discussions around  genderequality and women   tackling  covid19  exploration of womxn in a poetry workshop  and dealing with  impostersyndrome  there is something for everyone     ', 'imperial college london  stop the unethical deal between imperial college london and huawei   sign the petition    via  ', '        the ultimate pro dealing with a number of studio gremlins and not breaking a sweat   kudos emily  even making the quip  we have footage of mars surface but can t reach imperial college  after a mare of a day with it gremlins myself you have my sympathy and respect ']"
2'21,still,226,"['    darzi   ighi imperial college london estimated 7 billion infections and 40 million deaths in 2020 from covid if there were no interventions of the kind they modeled  it simply isn t credible and their model has afaik still not been published in its  original  form    ', 'i still want to  what happened to the imperial college vaccine      ', '  depends on the school  i received absolute support  in mine  senior chemistry master carted me off to imperial college  several times  to meet graduate researchers  deputy head encouraged me in physics   and natural history  still grateful ', '      it also clearly showed a slow decline in antibodies 6 weeks after the first dose was given   why are you still delaying the second dose ', '      it looks pretty good at your age  i m at the upper end of the  group below  and whilst it still looks ok there  like you i might prefer my second dose of pfizer to be a bit sooner than is currently envisaged ']"
2'21,year,224,"['      eduforall         pe   news   eduandcmty thanks shrehan for sharing  have registered  looks interesting  reminds me of a short course i authored at imperial college with their graduate school some 8 years back ', '     definition of science  fits cnn lies so well    science    in march  lying cnn  tapper  cuomo  pushed imperial college  science   that projected 2 2 million dead by this past july    science    fauci gone from  masks don t work  to  wear two  maybe three  in less than 1 year ', 'i studied with jasmine for 5 years of philosophy major at imperial college london  what a unforgettable experience ', 'enjoying    lifescientific so much  excellent guests  just caught up with the brilliant frank kelly  now     whom i had the pleasure of working with for many years on oxidative stress related to volcanic ash   ', '            ferguson   for covid 500 000 was a projection for a  do nothing  scenario  without measures   this figure becomes void because measures were put in place  prediction of number of deaths was 250 000 in a mitigated scenario over a  2 year  period  we have already exceeded their prediction   ']"
2'21,huawei,222,"['imperial college london  stop the unethical deal between imperial college london and huawei   sign the petition    via  ', 'imperial college london  stop the unethical deal between imperial college london and huawei   sign the petition    via  ', 'imperial college london  stop the unethical deal between imperial college london and huawei   sign the petition    via  ', 'imperial college london  stop the unethical deal between imperial college london and huawei   sign the petition    via   india', '   stop the unethical deal between imperial college london and huawei   sign the petition   uighurgenocide    via  ']"
2'21,great,219,"['      zahir           thanks peter  i really appreciate that  you were a great student ', '      kitchen cupboard science is great  get some cadbury fingers or   biscuits  bit off both ends and either with milk or hot chocolate use them as a straw  or blow bubbles       basic porosity and permeability taught in a tasty format', 'great presentation on ai and lung imaging from prof simon walsh  ', '  it s the same communists pushing both   progressives  democrats  imperialcollege  ccp  greatreset', 'great to hear from early career researchers about the fantastic science going on   during today s  nhliawayday  so inspiring and incredible learning about the amazing   projects at the cutting edge of  cardiovascular and  respiratory research     ']"
2'21,england,219,"['according to a study by    about 1 in 7 people in  england have antibodies against  sarscov2 either from infection or vaccination  more from   latest   ', '    das sieht man auch deutlich in den pathways im krankenhaus    quelle   report 41   the 2020 sars cov 2 epidemic in england  key epidemiological drivers and impact of interventions  imperial college london    ', 'a paid opportunity for women who have experience with  breastcancer or are between the age of 50 70 in england to be involved in an   study about mammography  amp  artificial intelligence   apply by 7 march     1st workshop 11 march  am   pls rt   ', 'london has highest level of antibodies in england  study finds   imperial college london s latest react study used  blood  tests on over 155 000 people to test for immunity levels against coronavirus  writes reporter   today     antibodies  covid19  ', '      changa     nwl   pcph                             ujam   england   team thank you to everyone for their contribution to the event ']"
2'21,unethical,219,"['imperial college london  stop the unethical deal between imperial college london and huawei   sign the petition    via  ', 'imperial college london  stop the unethical deal between imperial college london and huawei   sign the petition    via  ', 'imperial college london  stop the unethical deal between imperial college london and huawei   sign the petition    via  ', 'imperial college london  stop the unethical deal between imperial college london and huawei   sign the petition    via   india', '   stop the unethical deal between imperial college london and huawei   sign the petition   uighurgenocide    via  ']"
2'21,modelling,218,"['pleasing to read how the u k  s outstanding universities  including   came together with   and industry  for vaccine development  recovery trial  disease modelling  react and covid 19 diabetes obesity probably also worth a mention   ', '           how can the efficacy of vaccines not have a huge effect on imperial college s modelling on easing lockdown  because that is what they ve clarified below  might as well be zero then  if true   ', '  gov data   among the documents was modelling done by imperial college london  it showed a rapid easing of restrictions could lead to surge in deaths over the summer and a total of 80 000 deaths by the middle of 2022    ', 'we are pleased to announce the next granular matter series webinar   polydispersity   implications for granular material behaviour and modelling challenges  presented by prof  catherine o sullivan  imperial college london  more info here   ', '  dr simon  with modelling skills like this you should work for imperial college  ferguson would surely have a position for you on his team   ']"
2'21,neil,218,"['thread by    neil ferguson  notorious lead author of imperial college model  sent a snarky and supercilious response to an earnest but questioning citizen concerned about policy  full significance of fe      ', '  can we put neil ferguson and imperial college first   ', '       neil ferguson of imperial college frightened the whole world with his wildly inaccurate predictions  too right  neil ferguson should be in jail   the guy is insane  lift all restrictions    it s all been a huge lie   ', '        quais especialistas   tila iamarino  imperial college of london   s  para vc ter uma ideia  o neil fergunson  o cara que liderou o estudo que nos trouxe a toda essa loucura de lockdown e medidas sanit rias  foi pego saindo do lockdown para se encontrar com a amante  erraram tudo ', 'in an interview on the bbc  sage  neil ferguson of imperial college conceded to not even having an a level in biology    ferguson appears to have no formal training in computer modelling  medicine or epidemiology either     ']"
2'21,londres,212,"['  77   moi de m me  venant pourtant d une famille ais e  j ai pay  enti rement mes  tudes   l imperial coll ge   londres   bien plus cher qu en france   en travaillant dans un banque le week end et dans une station service quand je n avais pas cours pendant la semaine  ', '  raf779   uma pesquisa do imperial college de londres publicada na revista nature estimou que  at  8 de maio de 2020  quando o fechamento total foi levantado na europa  3 2 milh es de vidas foram poupadas em 11 pa ses do continente', 'vous devriez  viter de citer l imp rial coll ge de londres  car c est sur la base de leurs mod lisations fausses que toute l europe s est confin e  ils pr voyaient 500 000 morts pour la france  80 000 pour la su de   bref   ', '    deixa de ser burro  o que ele falou era a previs o do imperial college de londres para uma situa  o em que nenhuma medida   tomada', '      o atila comentou em v deo uma proje  o da imperial college de londres que falava em 1 milh o de mortos caso nada fosse feito  essa proje  o foi feita com as informa  es que se tinham em janeiro de 2020  s  pra lembrar  j  chegamos em 250 mil mortos por covid no brasil ']"
2'21,first,209,"['  i handed in the list of universities where i was applying to study physics  first on the list was     last was     my teacher said  so  it s manchester or nowhere   i got a place  amp  a degree at imperial  ha ', 'imperial college london is offering phd scholarships   you must have a bsc first class or a distinction in masters to qualify   you get a stipend of  21 600 per year and consumable fund of  2k   nigerians are eligible   deadline is 31st march 2021    ', 'five   teams taking part in the imperial college juniors debating competition today  first round motion is  this house would stream students in schools based on ability  ', '  can we put neil ferguson and imperial college first   ', '  silvestro   second the imperial college antibody study found a much weaker immune response for older people from pfizer dose 1  but much stronger after both doses   by contrast  all the evidence seems to be that first astrazenecea dose is a very high protection    ']"
2'21,data,208,"['  gov data   among the documents was modelling done by imperial college london  it showed a rapid easing of restrictions could lead to surge in deaths over the summer and a total of 80 000 deaths by the middle of 2022    ', 'this paper has been submitted to a journal  amp  medrxiv  to facilitate timely  amp  rapid open access  code  results  paper  amp  the underlying datasets are freely available online          mrc     copenhagen  ', '  tony       sharm         agree tony data from   react 2 should cause rethink of pfizer 2nd dose delay strategy especially as most vulnerable have had 1 dose  but will it   we must not fail most vulnerable in our society again  remember uk has one of the highest death rate in the world   ', '  j harper the research found 34 7  of those 80 years or older generated antibody responses from one dose of pfizer vaccine  recalculate  imperial college data ', '      covid   like not enough data for the 65  group in the az at the moment they ratified   i am looking forward for their 11 march decision on j amp j ']"
2'21,team,204,"['in the time of covid  imperial college is connecting staff and students like never before with   teams  check out this video and learn more   ', '            ferguson   for swine flu the team used a cfr estimate of 0 4  to calculate a  worst case scenario   this was a projection against which to plan  and not a prediction of number of deaths    ', 'five   teams taking part in the imperial college juniors debating competition today  first round motion is  this house would stream students in schools based on ability  ', '  dr simon  with modelling skills like this you should work for imperial college  ferguson would surely have a position for you on his team   ', 'steam is for everyone  and we ll be highlighting some of the amazing scientists  engineers  artists  and mathematicians who prove it   it wasn t until her forties that sara rankin  professor of leukocyte and stem cell biology at imperial college london  re    ']"
2'21,coronavirus,201,"['a new study led by     will explore whether tiny airborne droplets and particles can spread coronavirus in settings like supermarkets  schools and busy streets   ', 'new study from   will explore whether tiny airborne droplets and particles can spread coronavirus in settings like supermarkets  schools and busy streets     aerosol  covid19', '  all deaths since february 20th are on biden    as of friday  february 26  2021  18 38 gmt there have been  29 071 385 confirmed cases and 521 298 deaths due to coronavirus covid 19 in the united states   source   the imperial college in south kensington sw7 2bu  london uk    ', 'our  new   ukri  epsrc  covid19 project  covair towards refining the understanding the  airborne nature of  coronavirus with imperial college london  colleagues                 ', 'hammersmith hospital  imperial college nhs trust are looking to evaluate the efficacy of the severe acute respiratory syndrome coronavirus 2  sars cov 2  vaccine in cml patients on tyrosine kinase inhibitor  tki  therapy ']"
2'21,many,198,"['enjoying    lifescientific so much  excellent guests  just caught up with the brilliant frank kelly  now     whom i had the pleasure of working with for many years on oxidative stress related to volcanic ash   ', '    in hyde park rn  you should probably reconsider     i haven t seen this many ppl  w o mask none the less  for a looooong time      ', 'so many benefits to singing  and dancing   eno breathe is a triumph for   and english national opera  helping covid 19 patients recover   ', '   79million  donation  to imperial college in 2020 might have something to do with it  along with many previous millions no doubt   ', 'it is useful to review the hit literature prior to 2020 when so many had vested interest in that 81  hit level  either to avoid ridicule or to support politically stressed suppression measures   the same imperial college issued a hit primer of sorts in april 2011   ']"
2'21,petition,198,"['imperial college london  stop the unethical deal between imperial college london and huawei   sign the petition    via  ', 'imperial college london  stop the unethical deal between imperial college london and huawei   sign the petition    via  ', 'five   teams taking part in the imperial college juniors debating competition today  first round motion is  this house would stream students in schools based on ability  ', 'congratulations to our at3 student   barker and her team for winning the neurodevelopment poster competition   in collaboration with medical students from imperial college  where over 640 students co produced design responses to mental health conditions   ', 'imperial college london  stop the unethical deal between imperial college london and huawei   sign the petition    via  ']"
2'21,professor,193,"['    rasmussen   he doesn t like it when you a  show him  it ll all be over by june  tweet or when you remind him that imperial college took legal action to stop him calling himself a professor there  i ve done both  there s more too    ', ' we believe aerosols  like fine droplets from coughing and small particles in the air  could be important for both short  and long range airborne routes of infection into the lungs   professor fan chung imperial college london  aussie quarantine hotel fits   ', 'det er s  vildt  havde sv rt ved at forst  det for et halvt  r siden  men bill gates er jo bidragsyder til who  imperial college london  flere danske universiteter professorer  gavi mfl  alt i verden handler om kun vacciner og det samne for statsledere rundt omkring  skr mmende    ', 'steam is for everyone  and we ll be highlighting some of the amazing scientists  engineers  artists  and mathematicians who prove it   it wasn t until her forties that sara rankin  professor of leukocyte and stem cell biology at imperial college london  re    ', '    he has no qualifications in epidemiology  his phd was in theoretical physics  he is professor of  mathematical biology  at imperial college london  his models ignore basic epidemiological principles such as the seasonality of respiratory viruses so are pretty useless imho ']"
2'21,para,189,"['sem dissimula  o  j  estamos em colapso  crescente n mero de casos  demanda por uti  mortes  vacina  o n o anda  urge medidas dr sticas ou viveremos a previs o do imperial college para o cen rio da aus ncia de medidas de controle da pandemia amargar amos 1 milh o de mortos', 'y cita unos informes del imperial college que dicen que se pod an haber evitado 20000 muertes de habernos confinado antes  informes que proceden del mismo pa s que se neg  a ning n tipo de confinamiento hasta finales de marzo  es decir  consejos vendo y para m  no tengo  ', '        penso que   at  mesmo intuitivo entender que o distanciamento aumenta a barreira f sica para infec  o do v rus  mas se precisa de pesquisas e fontes   imperial college london  na inglaterra  universidade de berkeley  nos estados unidos    ', '    cao   a ideia de se anunciar as proje  es  piores e melhores  do imperial college era exatamente para evitar as piores ', '      se nenhuma medida fosse tomada  essa proje  o do imperial college nem contava com o uso de m scara  o governo bolsonaro fez e faz de tudo para chegarmos a 1 milh o ']"
2'21,think,183,"['  i think a better a better football analogy for uk s covid situation is the awarding of the world cup to qatar by uefa by its voting officials who were bribed by qatar itself  i e  it s rather like imperial college  warwick  amp  lshtm producing the outcomes their funders wanted ', '      why do you think anyone needs to be tortured for this  conspiracy stupidity ', '  tony       sharm         agree tony data from   react 2 should cause rethink of pfizer 2nd dose delay strategy especially as most vulnerable have had 1 dose  but will it   we must not fail most vulnerable in our society again  remember uk has one of the highest death rate in the world   ', '            i remember reading him in college and thinking  he violates every rule i was taught about writing  but i guess he gets away with it bc he s orwell  but looking back he mostly just sucks  any member of the british imperial army with an english degree could do what he did', '  i don t  agree  i think that her work it s an attempt for diminish the work of people as c c  patterson  if the mean object is to talk about women in science  whether her work like us or dislike us  i agree with the tweet ']"
2'21,report,182,"['            ferguson   this meme falsely claims that he predicted 150 000 deaths during the foot and mouth crisis and  less  lt 200 died  john fund of the national review has admitted that it is false and  has apologised  there were no reported human deaths during the 2001 f amp m outbreak   ', '    das sieht man auch deutlich in den pathways im krankenhaus    quelle   report 41   the 2020 sars cov 2 epidemic in england  key epidemiological drivers and impact of interventions  imperial college london    ', 'the critical concept herd immunity threshold  here on  hit   is about to become an upcoming critical debate   there are so many misconceptions being offered  most seemingly in defense of march 2020 imperial college  report  9  which stated as science fact that 81  was covid hit ', '  chievous me he average height of an indian woman is now 152 6 centimetres  5 feet   and that of a man 164 9 cm  5 feet 4 9 inches   according to a new research report from the imperial college london  so you are not short  ', 'london has highest level of antibodies in england  study finds   imperial college london s latest react study used  blood  tests on over 155 000 people to test for immunity levels against coronavirus  writes reporter   today     antibodies  covid19  ']"
2'21,health,180,"['7  and last but not least  and probably not last   these crooks   along with   and     all bought and paid for by     kept the  official  covid count   washington s institute for health metrics and evaluation  ', '          i empathise  my gp experience is that  when at your lowest  you need to either ask exactly the right question and need to be clear on the outcome you want  speaking to informed healthcare professionals before you speak to gp  is almost essential  sorry    ', 'looks like my commute will soon involve a walk from knightsbridge station through hyde park to      feels like healthy habits are being forced on me    ', '      valte the undisputed facts are  1  the doh in dec 2015 filed for exemption to the phil  natl  formulary 2  the who as late as july 2016 called for more studies  3  imperial college london  amp  singapore health services warned of the same issues in late 2016 4  dec 2017  who says the same', '  ventilation  fresh air  sunlight  all precursors to good health  why locking everyone indoors to  fight covid   was not following established science but the desires of the pandemic profiteers that have been funding the wildly inaccurate models produced at ihme  amp  imperial college']"
2'21,well,178,"['           how can the efficacy of vaccines not have a huge effect on imperial college s modelling on easing lockdown  because that is what they ve clarified below  might as well be zero then  if true   ', '     definition of science  fits cnn lies so well    science    in march  lying cnn  tapper  cuomo  pushed imperial college  science   that projected 2 2 million dead by this past july    science    fauci gone from  masks don t work  to  wear two  maybe three  in less than 1 year ', '  a pathetic response  or lack thereof  from   and   that supports the claims made against them in the article    must either be confused  or have his own agenda  either way he is an impediment to progress and the wellbeing of these soldiers and vets', '            i remember reading him in college and thinking  he violates every rule i was taught about writing  but i guess he gets away with it bc he s orwell  but looking back he mostly just sucks  any member of the british imperial army with an english degree could do what he did', '        the u k  government you say  those  following the science   from oxbridge or our old friends at imperial college  well they have a plan     ']"
