Month,keyword,count,tweets
2'21,pandemic,103,"['meet rice msne doctoral student astrid campos   in this fun video from    astrid shares what it s like starting her phd program at   during the covid 19 pandemic  making friends and discovering houston cuisine     ', '    rice university is working with utah company great basin scientific on the research of covid19  that company was a scam and now 100  owned by leading chinese bio company luye helping them stealing info and r amp d from us  same guy closed 34 australian hospitals during pandemic', '    rice university is working with a company called great basin scientific on the research of covid19  that company was a scam and now 100  owned by leading chinese bio company luye helping them stealing info and r amp d from us  same guy closed 34 australian hospitals during pandemic', '  rice university is working with a company called great basin scientific on the research of covid19  that company was a scam and now 100  owned by leading chinese bio company luye helping them stealing info and r amp d from us  same guy closed 34 australian hospitals during pandemic', '  rice university is working with a company called great basin scientific on the research of covid19  that company was a scam and now 100  owned by leading chinese bio company luye helping them stealing info and r amp d from us  same guy closed 34 australian hospitals during pandemic']"
2'21,closed,100,"['    rice university is working with utah company great basin scientific on the research of covid19  that company was a scam and now 100  owned by leading chinese bio company luye helping them stealing info and r amp d from us  same guy closed 34 australian hospitals during pandemic', '    rice university is working with a company called great basin scientific on the research of covid19  that company was a scam and now 100  owned by leading chinese bio company luye helping them stealing info and r amp d from us  same guy closed 34 australian hospitals during pandemic', '  rice university is working with a company called great basin scientific on the research of covid19  that company was a scam and now 100  owned by leading chinese bio company luye helping them stealing info and r amp d from us  same guy closed 34 australian hospitals during pandemic', '  rice university is working with a company called great basin scientific on the research of covid19  that company was a scam and now 100  owned by leading chinese bio company luye helping them stealing info and r amp d from us  same guy closed 34 australian hospitals during pandemic', '    rice university is working with a company called great basin scientific on the research of covid19  that company was a scam and now 100  owned by leading chinese bio company luye helping them stealing info and r amp d from us  same guy closed 34 australian hospitals during pandemic']"
2'21,hospitals,100,"['    rice university is working with utah company great basin scientific on the research of covid19  that company was a scam and now 100  owned by leading chinese bio company luye helping them stealing info and r amp d from us  same guy closed 34 australian hospitals during pandemic', '    rice university is working with a company called great basin scientific on the research of covid19  that company was a scam and now 100  owned by leading chinese bio company luye helping them stealing info and r amp d from us  same guy closed 34 australian hospitals during pandemic', '  rice university is working with a company called great basin scientific on the research of covid19  that company was a scam and now 100  owned by leading chinese bio company luye helping them stealing info and r amp d from us  same guy closed 34 australian hospitals during pandemic', '  rice university is working with a company called great basin scientific on the research of covid19  that company was a scam and now 100  owned by leading chinese bio company luye helping them stealing info and r amp d from us  same guy closed 34 australian hospitals during pandemic', '    rice university is working with a company called great basin scientific on the research of covid19  that company was a scam and now 100  owned by leading chinese bio company luye helping them stealing info and r amp d from us  same guy closed 34 australian hospitals during pandemic']"
2'21,helping,99,"['    rice university is working with utah company great basin scientific on the research of covid19  that company was a scam and now 100  owned by leading chinese bio company luye helping them stealing info and r amp d from us  same guy closed 34 australian hospitals during pandemic', '    rice university is working with a company called great basin scientific on the research of covid19  that company was a scam and now 100  owned by leading chinese bio company luye helping them stealing info and r amp d from us  same guy closed 34 australian hospitals during pandemic', '  rice university is working with a company called great basin scientific on the research of covid19  that company was a scam and now 100  owned by leading chinese bio company luye helping them stealing info and r amp d from us  same guy closed 34 australian hospitals during pandemic', '  rice university is working with a company called great basin scientific on the research of covid19  that company was a scam and now 100  owned by leading chinese bio company luye helping them stealing info and r amp d from us  same guy closed 34 australian hospitals during pandemic', '    rice university is working with a company called great basin scientific on the research of covid19  that company was a scam and now 100  owned by leading chinese bio company luye helping them stealing info and r amp d from us  same guy closed 34 australian hospitals during pandemic']"
2'21,called,98,"['    rice university is working with a company called great basin scientific on the research of covid19  that company was a scam and now 100  owned by leading chinese bio company luye helping them stealing info and r amp d from us  same guy closed 34 australian hospitals during pandemic', '  rice university is working with a company called great basin scientific on the research of covid19  that company was a scam and now 100  owned by leading chinese bio company luye helping them stealing info and r amp d from us  same guy closed 34 australian hospitals during pandemic', '  rice university is working with a company called great basin scientific on the research of covid19  that company was a scam and now 100  owned by leading chinese bio company luye helping them stealing info and r amp d from us  same guy closed 34 australian hospitals during pandemic', '    rice university is working with a company called great basin scientific on the research of covid19  that company was a scam and now 100  owned by leading chinese bio company luye helping them stealing info and r amp d from us  same guy closed 34 australian hospitals during pandemic', '          europe         rice university is working with a company called great basin scientific on the research of covid19  that company was a scam and now 100  owned by leading chinese bio company luye helping them stealing info and r amp d from us  same guy closed 34 australian hospitals during pandemic']"
2'21,scientific,97,"['    rice university is working with utah company great basin scientific on the research of covid19  that company was a scam and now 100  owned by leading chinese bio company luye helping them stealing info and r amp d from us  same guy closed 34 australian hospitals during pandemic', '    rice university is working with a company called great basin scientific on the research of covid19  that company was a scam and now 100  owned by leading chinese bio company luye helping them stealing info and r amp d from us  same guy closed 34 australian hospitals during pandemic', '  rice university is working with a company called great basin scientific on the research of covid19  that company was a scam and now 100  owned by leading chinese bio company luye helping them stealing info and r amp d from us  same guy closed 34 australian hospitals during pandemic', '  rice university is working with a company called great basin scientific on the research of covid19  that company was a scam and now 100  owned by leading chinese bio company luye helping them stealing info and r amp d from us  same guy closed 34 australian hospitals during pandemic', '    rice university is working with a company called great basin scientific on the research of covid19  that company was a scam and now 100  owned by leading chinese bio company luye helping them stealing info and r amp d from us  same guy closed 34 australian hospitals during pandemic']"
2'21,owned,96,"['    rice university is working with utah company great basin scientific on the research of covid19  that company was a scam and now 100  owned by leading chinese bio company luye helping them stealing info and r amp d from us  same guy closed 34 australian hospitals during pandemic', '    rice university is working with a company called great basin scientific on the research of covid19  that company was a scam and now 100  owned by leading chinese bio company luye helping them stealing info and r amp d from us  same guy closed 34 australian hospitals during pandemic', '  rice university is working with a company called great basin scientific on the research of covid19  that company was a scam and now 100  owned by leading chinese bio company luye helping them stealing info and r amp d from us  same guy closed 34 australian hospitals during pandemic', '  rice university is working with a company called great basin scientific on the research of covid19  that company was a scam and now 100  owned by leading chinese bio company luye helping them stealing info and r amp d from us  same guy closed 34 australian hospitals during pandemic', '    rice university is working with a company called great basin scientific on the research of covid19  that company was a scam and now 100  owned by leading chinese bio company luye helping them stealing info and r amp d from us  same guy closed 34 australian hospitals during pandemic']"
2'21,chinese,96,"['    rice university is working with utah company great basin scientific on the research of covid19  that company was a scam and now 100  owned by leading chinese bio company luye helping them stealing info and r amp d from us  same guy closed 34 australian hospitals during pandemic', '    rice university is working with a company called great basin scientific on the research of covid19  that company was a scam and now 100  owned by leading chinese bio company luye helping them stealing info and r amp d from us  same guy closed 34 australian hospitals during pandemic', '  rice university is working with a company called great basin scientific on the research of covid19  that company was a scam and now 100  owned by leading chinese bio company luye helping them stealing info and r amp d from us  same guy closed 34 australian hospitals during pandemic', '  rice university is working with a company called great basin scientific on the research of covid19  that company was a scam and now 100  owned by leading chinese bio company luye helping them stealing info and r amp d from us  same guy closed 34 australian hospitals during pandemic', '    rice university is working with a company called great basin scientific on the research of covid19  that company was a scam and now 100  owned by leading chinese bio company luye helping them stealing info and r amp d from us  same guy closed 34 australian hospitals during pandemic']"
2'21,basin,95,"['    rice university is working with utah company great basin scientific on the research of covid19  that company was a scam and now 100  owned by leading chinese bio company luye helping them stealing info and r amp d from us  same guy closed 34 australian hospitals during pandemic', '    rice university is working with a company called great basin scientific on the research of covid19  that company was a scam and now 100  owned by leading chinese bio company luye helping them stealing info and r amp d from us  same guy closed 34 australian hospitals during pandemic', '  rice university is working with a company called great basin scientific on the research of covid19  that company was a scam and now 100  owned by leading chinese bio company luye helping them stealing info and r amp d from us  same guy closed 34 australian hospitals during pandemic', '  rice university is working with a company called great basin scientific on the research of covid19  that company was a scam and now 100  owned by leading chinese bio company luye helping them stealing info and r amp d from us  same guy closed 34 australian hospitals during pandemic', '    rice university is working with a company called great basin scientific on the research of covid19  that company was a scam and now 100  owned by leading chinese bio company luye helping them stealing info and r amp d from us  same guy closed 34 australian hospitals during pandemic']"
2'21,scam,95,"['    rice university is working with utah company great basin scientific on the research of covid19  that company was a scam and now 100  owned by leading chinese bio company luye helping them stealing info and r amp d from us  same guy closed 34 australian hospitals during pandemic', '    rice university is working with a company called great basin scientific on the research of covid19  that company was a scam and now 100  owned by leading chinese bio company luye helping them stealing info and r amp d from us  same guy closed 34 australian hospitals during pandemic', '  rice university is working with a company called great basin scientific on the research of covid19  that company was a scam and now 100  owned by leading chinese bio company luye helping them stealing info and r amp d from us  same guy closed 34 australian hospitals during pandemic', '  rice university is working with a company called great basin scientific on the research of covid19  that company was a scam and now 100  owned by leading chinese bio company luye helping them stealing info and r amp d from us  same guy closed 34 australian hospitals during pandemic', '    rice university is working with a company called great basin scientific on the research of covid19  that company was a scam and now 100  owned by leading chinese bio company luye helping them stealing info and r amp d from us  same guy closed 34 australian hospitals during pandemic']"
2'21,luye,95,"['    rice university is working with utah company great basin scientific on the research of covid19  that company was a scam and now 100  owned by leading chinese bio company luye helping them stealing info and r amp d from us  same guy closed 34 australian hospitals during pandemic', '    rice university is working with a company called great basin scientific on the research of covid19  that company was a scam and now 100  owned by leading chinese bio company luye helping them stealing info and r amp d from us  same guy closed 34 australian hospitals during pandemic', '  rice university is working with a company called great basin scientific on the research of covid19  that company was a scam and now 100  owned by leading chinese bio company luye helping them stealing info and r amp d from us  same guy closed 34 australian hospitals during pandemic', '  rice university is working with a company called great basin scientific on the research of covid19  that company was a scam and now 100  owned by leading chinese bio company luye helping them stealing info and r amp d from us  same guy closed 34 australian hospitals during pandemic', '    rice university is working with a company called great basin scientific on the research of covid19  that company was a scam and now 100  owned by leading chinese bio company luye helping them stealing info and r amp d from us  same guy closed 34 australian hospitals during pandemic']"
2'21,stealing,95,"['    rice university is working with utah company great basin scientific on the research of covid19  that company was a scam and now 100  owned by leading chinese bio company luye helping them stealing info and r amp d from us  same guy closed 34 australian hospitals during pandemic', '    rice university is working with a company called great basin scientific on the research of covid19  that company was a scam and now 100  owned by leading chinese bio company luye helping them stealing info and r amp d from us  same guy closed 34 australian hospitals during pandemic', '  rice university is working with a company called great basin scientific on the research of covid19  that company was a scam and now 100  owned by leading chinese bio company luye helping them stealing info and r amp d from us  same guy closed 34 australian hospitals during pandemic', '  rice university is working with a company called great basin scientific on the research of covid19  that company was a scam and now 100  owned by leading chinese bio company luye helping them stealing info and r amp d from us  same guy closed 34 australian hospitals during pandemic', '    rice university is working with a company called great basin scientific on the research of covid19  that company was a scam and now 100  owned by leading chinese bio company luye helping them stealing info and r amp d from us  same guy closed 34 australian hospitals during pandemic']"
2'21,australian,95,"['    rice university is working with utah company great basin scientific on the research of covid19  that company was a scam and now 100  owned by leading chinese bio company luye helping them stealing info and r amp d from us  same guy closed 34 australian hospitals during pandemic', '    rice university is working with a company called great basin scientific on the research of covid19  that company was a scam and now 100  owned by leading chinese bio company luye helping them stealing info and r amp d from us  same guy closed 34 australian hospitals during pandemic', '  rice university is working with a company called great basin scientific on the research of covid19  that company was a scam and now 100  owned by leading chinese bio company luye helping them stealing info and r amp d from us  same guy closed 34 australian hospitals during pandemic', '  rice university is working with a company called great basin scientific on the research of covid19  that company was a scam and now 100  owned by leading chinese bio company luye helping them stealing info and r amp d from us  same guy closed 34 australian hospitals during pandemic', '    rice university is working with a company called great basin scientific on the research of covid19  that company was a scam and now 100  owned by leading chinese bio company luye helping them stealing info and r amp d from us  same guy closed 34 australian hospitals during pandemic']"
2'21,brown,91,"['        brown             webb40', ' agtg blessed to receive an offer from rice university      brown          yacboys  ', ' agtg blessed to say i have received an offer from rice university      flightschool22   brown         coachmac  ', '        brown     hey coach i got some film for you could you follow back so i can get you it', '        brown      ']"
2'21,engineering,89,"['today at 1 pm i will be joined by dr  daniel cohan  associate professor of environmental engineering at rice university  to discuss the catastrophic failure last week  amp  what steps we can take to make sure it doesn t happen again   txlege  join us     ', '  a master s in software engineering  i think degrees are often overvalued and overrated  our education system is archaic  a hundred fifty year old failed experiment   fortunately i obtained degrees from rice university and portland state without debt ', ' we need to recognize this as an  energy systems challenge that goes beyond any one component     ds  an associate professor of civil and environmental engineering at rice university in  houston  tells       texas  presidentbiden  joebiden', 'quantum quirk yields giant magnetic         austria  austrian  canada  electricity  engineering  european  europeanunion  innovation  losalamosnationallaboratory  nationalsciencefoundation  paulscherrerinstitute  riceuniversity  scholarship  switzerland', ' fridayscience  engineering   computer scientists show benefits of bioinformatics with plasmidhawk   ']"
2'21,power,82,"['excited to see this work on the dowry prohibition act in  india   dev today  by   calvi  amp     this crackdown on dowries  reduced dowries but also reduced  women s decision making power   increased domestic violence     ', '                  houston     law   because law enforcement is full with sociopaths and psychopaths who are in it for the power and control ', ' he s coming for all texans  for people like myself who were without power   said douglas brinkley  a presidential historian at  houston s rice university   it s a symbolic gesture      texas  presidentjoebiden  presidentbiden  biden  gregabbott  txlege', ' a cellphone with spin related memory would be much more powerful and much less energy consuming than it is now    sunny gupta     learn more about this research funded by our  armyresearchoffice    ', 'how we got here   the texas power grid is really an island   said daniel cohan  an associate professor of environmental engineering at rice university who has done modeling research on the state s power systems   whatever happens in texas stays in texas    ']"
2'21,cohan,76,"['today at 1 pm i will be joined by dr  daniel cohan  associate professor of environmental engineering at rice university  to discuss the catastrophic failure last week  amp  what steps we can take to make sure it doesn t happen again   txlege  join us     ', 'and join me this saturday at 1 pm with dr  daniel cohan  associate professor of environmental engineering at rice university  to discuss the catastrophic failure last week  amp  what steps we can take to make sure it doesn t happen again   txlege  rsvp     ', 'this saturday at 1 pm i will be joined by dr  daniel cohan  associate professor of environmental engineering at rice university  to discuss the catastrophic failure last week  amp  what steps we can take to make sure it doesn t happen again   txlege  join us     ', '    leste du hele teksten      alle energikilder gjorde det d rligere enn forventet  men langt  langt verre enn alt annet til sammen var svikten fra naturgass  sier daniel cohan ved rice university in houston  ', '3   ercot failed  because fossil fuels failed  and one fuel failed in particular  natural gas   it reminds me of watching the big short   daniel cohan  an engineering professor at rice university     the energy system cracked apart like lehman brothers    txlege  ']"
2'21,school,75,"['   i never did home work i went to catholic hi school and played sports and worked 5 nites a weeks plus games  i had to work to pay tuition  i wish i would have been gifted  i received a scholarship to rice university to play football   i joined the submarine service  burnt on fb', '        watch romney video on school opening ', 'oh goddamn  the white stripes  de stijl is a 21 year old album    i was in high school and first heard them on rice university s radio station ', '          please cancel their high school exams in turkey', 'compaq computer debacle houston texas at river oaks elementary school amp  the global economy of the world wide web genesis also intellectual intelligence equipment houston texas al ai intellectual intelligence compaqintel microsoft conception date patent search form rice university  ']"
2'21,environmental,65,"['today at 1 pm i will be joined by dr  daniel cohan  associate professor of environmental engineering at rice university  to discuss the catastrophic failure last week  amp  what steps we can take to make sure it doesn t happen again   txlege  join us     ', ' we need to recognize this as an  energy systems challenge that goes beyond any one component     ds  an associate professor of civil and environmental engineering at rice university in  houston  tells       texas  presidentbiden  joebiden', 'and join me this saturday at 1 pm with dr  daniel cohan  associate professor of environmental engineering at rice university  to discuss the catastrophic failure last week  amp  what steps we can take to make sure it doesn t happen again   txlege  rsvp     ', 'justin onwenu  18  one of rice magazine s twenty in their twenties  is featured on    a project of the environmental defense fund  read his interview at    ricealumni  riceuniversity  ', 'this saturday at 1 pm i will be joined by dr  daniel cohan  associate professor of environmental engineering at rice university  to discuss the catastrophic failure last week  amp  what steps we can take to make sure it doesn t happen again   txlege  join us     ']"
2'21,associate,61,"['today at 1 pm i will be joined by dr  daniel cohan  associate professor of environmental engineering at rice university  to discuss the catastrophic failure last week  amp  what steps we can take to make sure it doesn t happen again   txlege  join us     ', ' we need to recognize this as an  energy systems challenge that goes beyond any one component     ds  an associate professor of civil and environmental engineering at rice university in  houston  tells       texas  presidentbiden  joebiden', 'and join me this saturday at 1 pm with dr  daniel cohan  associate professor of environmental engineering at rice university  to discuss the catastrophic failure last week  amp  what steps we can take to make sure it doesn t happen again   txlege  rsvp     ', 'this saturday at 1 pm i will be joined by dr  daniel cohan  associate professor of environmental engineering at rice university  to discuss the catastrophic failure last week  amp  what steps we can take to make sure it doesn t happen again   txlege  join us     ', 'butler associates is honored to have been selected by the kinder institute for urban research at rice university to promote its major u s  infrastructure study     a bottom up infrastructure strategy for american renewal   ']"
2'21,said,59,"[' he s coming for all texans  for people like myself who were without power   said douglas brinkley  a presidential historian at  houston s rice university   it s a symbolic gesture      texas  presidentjoebiden  presidentbiden  biden  gregabbott  txlege', 'how we got here   the texas power grid is really an island   said daniel cohan  an associate professor of environmental engineering at rice university who has done modeling research on the state s power systems   whatever happens in texas stays in texas    ', ' all sources underperformed expectations   said daniel cohan  an associate professor of civil and environmental engineering at rice university in houston   but far  far more than everything else combined were the shortfalls from natural gas    ', '       all sources underperformed expectations   said daniel cohan  an associate professor of civil and environmental engineering at rice university in houston   but far  far more than everything else combined were the shortfalls from natural gas  ', '     all sources underperformed expectations   said daniel cohan  an associate professor of civil and environmental engineering at rice university in houston   but far  far more than everything else combined were the shortfalls from natural gas  ']"
2'21,daniel,58,"['today at 1 pm i will be joined by dr  daniel cohan  associate professor of environmental engineering at rice university  to discuss the catastrophic failure last week  amp  what steps we can take to make sure it doesn t happen again   txlege  join us     ', 'rice university professor w  caleb mcdaniel and his pulitzer prize winning book   sweet taste of liberty  a true story of slavery and restitution   are featured in this   story on henrietta wood s 1870s reparations lawsuit   ', 'and join me this saturday at 1 pm with dr  daniel cohan  associate professor of environmental engineering at rice university  to discuss the catastrophic failure last week  amp  what steps we can take to make sure it doesn t happen again   txlege  rsvp     ', 'this saturday at 1 pm i will be joined by dr  daniel cohan  associate professor of environmental engineering at rice university  to discuss the catastrophic failure last week  amp  what steps we can take to make sure it doesn t happen again   txlege  join us     ', 'henrietta wood sued her enslaver for reparations and won  her descendants never knew  rice university professor w  caleb mcdaniel wrote about her case in   sweet taste of liberty  a true story of slavery and restitution    ']"
2'21,energy,56,"[' we need to recognize this as an  energy systems challenge that goes beyond any one component     ds  an associate professor of civil and environmental engineering at rice university in  houston  tells       texas  presidentbiden  joebiden', 'so how does the energy transition look to cities with refineries and chemical plants  does the air still  smell like money   will the houston ship channel flood during the next hurricane  former harris county judge ed emmett  teaching at rice university  examines the big issues     ', ' a cellphone with spin related memory would be much more powerful and much less energy consuming than it is now    sunny gupta     learn more about this research funded by our  armyresearchoffice    ', 'looking forward to speaking to rice university energy expert professor   ds coming up at abt 7 20 on    his tweets last week   amp  into this weeks have helped me makes sense of the situation and have a better understanding of  the energy industry in texas ', 'join us for the fourth panel of our third annual latin america security forum with   on  climatechange  amp   energy w     dialogue        amp  sais prof  francisco gonz lez       february 25   3 00 4 15pm est      ']"
2'21,2022,56,"['        brown     joseph pendleton west high school  west  texas  class of 2022 6 1  220 lbs 5 376 gpa all district honorable mention super centex  254  301 8182   ', '    mono       brown     hello please look at my info check out this highlight    name nasean hill class of 2022 position and measurement rb 5 11 205 8 gpa 3 2 school delbarton  location morristown  nj 330 bench 525 squat 40 yard dash 4 70 short film due to covid 2 year starter', '        brown     hello please look at my info check out this highlight    name nasean hill class of 2022 position and measurement rb 5 11 205 8 gpa 3 2 school delbarton  location morristown  nj 330 bench 525 squat 40 yard dash 4 70 short film due to covid 2 year starter', '        brown     need a guard   center who love to put people in the dirt  works hard  and is pure nasty  take a peak you won t regret it    carson mitchell  c o 2022 magnolia high school  tx  gpa  4 24 ht  6 3  wt  270 o line  ncaa id  1905573166 highlights    ', '        brown     kj truehill  2nd team all district  2022 db 3 interceptions  6pbus  18 tackles  1ff  1fr 4 03 gpa national honor society  fluid movement ball hawk    ']"
2'21,high,54,"['oh goddamn  the white stripes  de stijl is a 21 year old album    i was in high school and first heard them on rice university s radio station ', '          please cancel their high school exams in turkey', '  hi i m kaveon leonard i m an junior at at western guilford high i  was seeing if you could check me out and look at my profile for me   also i m an we ll talented athlete   ', '  no  it s 2021 and bun b is a college professor at rice university  several colleges have taught courses on tupac  and nas has a fellowship at harvard university   great rapping is high art  excuse me for analyzing his bars and elaborating on what i thought ', 'nice to see tamara siler recognized by   during  blackhistorymonth    highered  highereducation  collegeadmissions  enrollmenanagement  diversityandinclusion']"
2'21,today,51,"['today at 1 pm i will be joined by dr  daniel cohan  associate professor of environmental engineering at rice university  to discuss the catastrophic failure last week  amp  what steps we can take to make sure it doesn t happen again   txlege  join us     ', 'good to see former  obamawh spokesman   on   today discussing airlines and climate change    loved when he came back to   to speak to students through the   link   not bad for a  sidrich guy   go  lovett    ', 'today we re celebrating  blackhistorymonth by getting to know student lsc university park etienne ndem    a member of the student success institute  he plans to graduate and transfer to    go to   to read etienne s full black history month q amp a   ', 'excited to see this work on the dowry prohibition act in  india   dev today  by   calvi  amp     this crackdown on dowries  reduced dowries but also reduced  women s decision making power   increased domestic violence     ', 'join us today at 4 pm eastern   1 pm pacific for our next   ai colloquium on  digitaltransformation science   this week s talk features richard baraniuk    engineering professor and founding director of     tune in here   ']"
