Month,keyword,count,tweets
2'21,women,9,['Today we recognize the critical role women &amp; girls play in science &amp; tech. Women scientists are at the forefront of fighting the COVID-19 pandemic. Shoutout to @harvey_mudd  @caltechedu @NASAJPL &amp; others for preparing the next generation of women in #STEM #SD25 #fatherofdaughters https://t.co/K9Ey1WKq8K']
2'21,math,8,"['@ShriramKMurthi @kreauniversity same for natural sciences &amp; math \n\nIn fact engg colleges like Harvey Mudd call their programs ""liberal arts"" programs given the broad base', '#BlackHistoryMonth feature: meet Dr. Talithia Williams (@Dr_TalithiaW), Associate Professor of Mathematics at @harveymudd. she develops statistical models, including a cataract model with @WHO. watch her @TedTalks to hear about math in a relatable way: https://t.co/vDLSFV2uCp https://t.co/SIR5OFlrb1', 'Harvey Mudd math professors @dyong and @dagan_karp offer some ""light-hearted, low-effort things … to bring back some of that sense of togetherness"" in online classes. https://t.co/vbGDCoiaAR', '@ProfStoebel @harveymudd Doing live math on the board -- as a non-mathematician -- is a close second!', ""@mathyawp Sorry. I posted this as a lighthearted/humorous tweet, but it seems like some have taken it very seriously and without context.\n\nTo be clear: it was a great class, and I'd definitely recommend to anyone at @pomonacollege, @harveymudd, @pitzercollege, @CMCnews, or @scrippscollege."", 'The Phi Beta Kappa Public Lecture with Dr. Francis Su (@mathyawp) has been rescheduled for 7:00 p.m., Wednesday, February 17th. Su is the Benediktsson-Karwa Professor of Mathematics at @harveymudd and a former president of @maanow.\n\nhttps://t.co/P1wCWOIEIz', ""@kfitz Unfortunately, the best example I know on this front died young. But if you ask senior faculty at Harvey Mudd's math department, or Olin College, for Professor Moody stories, they'll tell you."", ""This Thursday at 5pm PST, hear about the origins of the global positioning system from one of its innovators, John Lavrakas '74 (math). Register: https://t.co/qMrKIayg6C “Because of GPS,” he says, “our skies are safer… crop yields are up …and people don’t get lost as often.” https://t.co/CdsdLseMIq"", 'The Phi Beta Kappa Public Lecture with Dr. Francis Su (@mathyawp) has been rescheduled for 7:00 p.m., Wednesday, February 17th. Su is the Benediktsson-Karwa Professor of Mathematics at @harveymudd and a former president of @maanow.\n\nhttps://t.co/P1wCWOIEIz', '@hanusadesign was in the 2020 @harveymudd Gift Guide. It was an honor to be listed with so many talented alumni. The support of the community has been wonderful. BTW I still have a number of Möbius Necklaces that I could send out ASAP. https://t.co/zFlOAc3XP0 #mathjewelry https://t.co/XF1RW5FGUF', ""Math prof. Jasper Weinburd’s students found a way to build community while honing their skills in communicating mathematical ideas. View student videos on the negative impact of computer scientists, evaluating one's impact on society, and fractals. https://t.co/xYCR1xqyDc https://t.co/4tha2PeUaK"", ""Read the latest from Gary Smith '67 (math), Fletcher Jones Professor of Economics at Pomona College. https://t.co/I9oMez7jQh""]"
2'21,complete,8,"['@HMCAlumni from classes of 2020, 2015 &amp; 2010--We want to hear from you! It’s time to complete the @HEDSConsortium Alumni Survey! Check your email for an invite. We use the results to document the impact of an @harveymudd education &amp; shape AABOG priorities, so your voice matters!', ""watching taylor swift's complete concert at harvey mudd. God bless jud aning mga tig upload sa yt sana masarap ang ulam nyo everyday""]"
2'21,register,8,"['looking forward to this   webinar on march 3  as   and a panel of  highered experts from         and   discuss  the future of student affairs   register now   ', 'the claremont colleges  claremont mckenna  harvey mudd  pitzer  pomona  and scripps colleges  will be hosting an online info session thursday  february 25  2021 at 5 pm   learn about each college  the admission process  and attend a q amp a  register here     ', 'i hope you ll join paul dosal of usf  anna gonzalez of harvey mudd  daryl lowe of spelman  and nancy young of umbc for this free 3 3 21   event on the future of student affairs  dm me questions you want to ask these experts  register at  ', 'register  amp  attend the   us black history month executive conference    thurs  feb 25   2pmpt w                         ', 'register  amp  attend the ey black history month executive conference    thurs  feb 25   pt w  american airlines  boeing  baker hughes  edwards lifesciences  harvey mudd college  hello sunshine official  intuit  landit  microsoft  m    ', 'this free   event is tomorrow  panelists  allen institute s oren etzioni  colby college president david greene  mit s dan huttenlocher  umichigan s chad jenkins   harvey mudd president maria klawe  register here   ', 'looking forward to this  muddtalk from engineering prof  albert dato  join us for  how transformative scientific research happens at mudd   wednesday  feb  17  at 5 30 p m  pst  register     ', 'this thursday at 5pm pst  hear about the origins of the global positioning system from one of its innovators  john lavrakas  74  math   register     because of gps   he says   our skies are safer  crop yields are up  and people don t get lost as often    ']"
2'21,join,8,"['Stags Baseball @CMCnews @harveymudd alumni, join fellow alumni and former teammates on Saturday, March 20 for a Stags Baseball virtual reunion. - https://t.co/vz2ZpHjagb https://t.co/3aLDKLqKnv', ""I hope you'll join Paul Dosal of USF, Anna Gonzalez of Harvey Mudd, Daryl Lowe of Spelman, and Nancy Young of UMBC for this free 3/3/21 @chronicle event on the future of student affairs. DM me questions you want to ask these experts. Register at\nhttps://t.co/IRxRG4JFnR"", ""The impact of artificial intelligence and machine learning is growing in higher education. President @MariaKlawe joins leading thinkers and practitioners as they discuss AI's impact on research, teaching &amp; student support. https://t.co/zCWYg0T7Uo"", 'and who had met the genie-figure (who was dressed and by all accounts looked totally ordinary, and was not out of place joining me and Mr. Myrene at Harvey Mudd. that old trope.) by going into a shallow pool of water to wash it out. See, she wanted to undo the wish, and so']"
2'21,claremont,8,"['the claremont colleges  claremont mckenna  harvey mudd  pitzer  pomona  and scripps colleges  will be hosting an online info session thursday  february 25  2021 at 5 pm   learn about each college  the admission process  and attend a q amp a  register here     ', 'quamina carter  avp of student affairs and dean of students at claremont graduate u  and evetth gonzalez  assistant dean for campus life at harvey mudd college  are co chairs of this year s sccsad   ', ' claremont colleges research                  ', 'cs professor julie medero is collaborating with tobias hecht  amp  devon hartman  both of cherp claremont   along with independent study students  to prepare a proposal that addresses disaster response  amp  renewable energy equity in a disadvantaged community   ', '          love our student athletes  cms  amp  sure do miss claremont      ', '    re  we recited lines back and forth   and intermittently pondered the fates of our favorite characters  who included   harvey mudd  miri  edith keeler  and the salt vampire     harvey mudd is a college in claremont  ca   you mean harry  harcourt  fenton mudd ', '        in cmc s defense we have to note that claremont institute has no official connection to them   or to pomona  scripps  pitzer  or harvey mudd ']"
2'21,today,8,"[""Students at @HarveyMudd won't be able to study abroad this fall, the college announced today. HMC was the first school to totally cancel study abroad in fall 2020 and in spring 2021. \n\nFrom @AnusheEngineer and Richa Shah for @TSLnews:\nhttps://t.co/W1H5T9scFh"", '“Coding is today’s language of creativity. All our children deserve a chance to become creators instead consumers of computer science.” - Maria Klawe, President of Harvey Mudd College \n@MariaKlawe\n@HMCAlumni https://t.co/1jiLqYIcdW', 'My biggest and best accomplishment today: telling a @harveymudd junior to take a nap. And they did. 🎉', 'Congrats to @brmey27 on signing today to one of the top engineering schools in the nation, Harvey Mudd, to further his academic and athletic career. #PumaPride https://t.co/5YuCdPs6HE', 'Released #xenoGI version 3.0.0 today. This uses the DTLOR reconciliation algorithm to more thoroughly reconstruct genome evolution in clades of microbes. Thanks to my collaborators (many of whom are @harveymudd undergrads)!', ""At today's Power of Your Voice @HMC_OID event, we look forward to hearing from @asmluzrivas @paulfsteinberg and @pete4ca. Sign up here: https://t.co/vHmliwq6hX https://t.co/fsdlC653rd""]"
2'21,president,8,"['The Phi Beta Kappa Public Lecture with Dr. Francis Su (@mathyawp) has been rescheduled for 7:00 p.m., Wednesday, February 17th. Su is the Benediktsson-Karwa Professor of Mathematics at @harveymudd and a former president of @maanow.\n\nhttps://t.co/P1wCWOIEIz', 'The Phi Beta Kappa Public Lecture with Dr. Francis Su (@mathyawp) has been rescheduled for 7:00 p.m., Wednesday, February 17th. Su is the Benediktsson-Karwa Professor of Mathematics at @harveymudd and a former president of @maanow.\n\nhttps://t.co/P1wCWOIEIz']"
2'21,best,7,"[""@Kinstugi_ @harveymudd @QUT @JHUeducation Even as expensive as it is, it's still nowhere near the top 30 best universities in the world."", '@Kinstugi_ @harveymudd @QUT @JHUeducation @harveymudd is university of rich white guys but what about their system of education cos according to my recent studies Finland has the @Kinstugi_  best system of education in the world', ""@kfitz Unfortunately, the best example I know on this front died young. But if you ask senior faculty at Harvey Mudd's math department, or Olin College, for Professor Moody stories, they'll tell you."", ""@guywhits lots to detangle here\n\n1. just want faang job?\n2. jus want ml faang job?\n3. just want to do ml?\n4. exposure to all?\n\nfor the best option + expected value you can't go wrong with any of these: mit, stanford, berkeley, caltech, harvey mudd, u of t, waterloo"", 'My biggest and best accomplishment today: telling a @harveymudd junior to take a nap. And they did. 🎉']"
2'21,event,7,"[""I'm super excited for this event tonight!!!! @kamaubobb @WCSuiuc @IllinoisCS (And @harveymudd-ers you can come too! Everyone is welcome!) https://t.co/5GT9HmGxH5"", ""I hope you'll join Paul Dosal of USF, Anna Gonzalez of Harvey Mudd, Daryl Lowe of Spelman, and Nancy Young of UMBC for this free 3/3/21 @chronicle event on the future of student affairs. DM me questions you want to ask these experts. Register at\nhttps://t.co/IRxRG4JFnR"", '""American Inflection: Civil Rights Past, Technical Future""  @kamaubobb is speaking at @IllinoisCS next Wed Feb 24 at 3pm PT, 4pm MT, 5pm CT, 6pm ET. The event is open to everyone! @CSforALL @harveymudd @WCSuiuc @csteachersorg #CSforAll  https://t.co/pTuIheF7BG', ""This free @chronicle event is tomorrow. Panelists: Allen Institute's Oren Etzioni, Colby College President David Greene, MIT's Dan Huttenlocher, UMichigan's Chad Jenkins,  Harvey Mudd President Maria Klawe. Register here:\nhttps://t.co/3Jq7rNvYrJ"", 'HAPPENING IN 30 MINUTES! The Society of Women Engineers at @harveymudd hosts #Qumulo #Engineering  TODAY from 12-1pm PT. Join our VP of Engineering, Molly Brown, and Qumulo engineers!  Check out the event on the HMC SWE Facebook page: https://t.co/GYBp3MxABQ https://t.co/IPMfmZDHHr', 'The Society of Women Engineers at @harveymudd\nhosts #Qumulo #Engineering a tech talk on Thursday, February 11 from 12-1pm PT. Join our VP of Engineering, Molly Brown, and Qumulo engineers!  Check out the event on the HMC SWE Facebook page: https://t.co/GYBp3MxABQ https://t.co/7HGcJpS3b0', ""At today's Power of Your Voice @HMC_OID event, we look forward to hearing from @asmluzrivas @paulfsteinberg and @pete4ca. Sign up here: https://t.co/vHmliwq6hX https://t.co/fsdlC653rd""]"
2'21,many,7,"['In recognition for her many accomplishments and contributions, Jemison has received numerous honors and awards, including honorary degrees from Dartmouth, Princeton, Harvey Mudd College, and Rensselaer Polytechnic Institute, and having several institutions that bear her name. 4/', '@sandeep_PT In fact, many American universities increased the number of humanities courses engineering students must take following the success of the private Harvey Mudd College in California. It has the highest rate of Ph.D. production among all undergraduate colleges.', 'But you probably remember Benedict Arnold, Mudd, Lee Harvey Oswald, and many other traitors. https://t.co/BEVTBdlyV8', '@hanusadesign was in the 2020 @harveymudd Gift Guide. It was an honor to be listed with so many talented alumni. The support of the community has been wonderful. BTW I still have a number of Möbius Necklaces that I could send out ASAP. https://t.co/zFlOAc3XP0 #mathjewelry https://t.co/XF1RW5FGUF', 'The list of  #testoptional #colleges continues to grow for The #classof2022  like #harveymudd #northwestern #fordham #santaclara #umass #caltech AND don’t forget many who have extended it for many years already like #wakeforest #casewestern #georgemason #uwashington #uc #wpi https://t.co/wSGVGhCXvf', 'Released #xenoGI version 3.0.0 today. This uses the DTLOR reconciliation algorithm to more thoroughly reconstruct genome evolution in clades of microbes. Thanks to my collaborators (many of whom are @harveymudd undergrads)!']"
2'21,school,7,"['@Kinstugi_ @harveymudd @QUT @JHUeducation Ohhhhh 😲. Billionaires school', 'MUDD SUMMER SESSION: The College will offer three- and six-week courses May 24–July 23. Follow the link for information about courses, financial aid and registration. #summerschool #STEM #onlinelearning https://t.co/lL4LQhxkFt https://t.co/CyD0DT4Pk7', ""Students at @HarveyMudd won't be able to study abroad this fall, the college announced today. HMC was the first school to totally cancel study abroad in fall 2020 and in spring 2021. \n\nFrom @AnusheEngineer and Richa Shah for @TSLnews:\nhttps://t.co/W1H5T9scFh"", ""I used to think gestures like these meant hardly anything to teachers. Oh how I was wrong.  \nOn top of this, students whom I've taught for 3 years straight, and recommended, are getting into their dream schools! Best feeling 😊 \n#harveymudd https://t.co/hBVdaZX6Xi"", 'Congrats to @brmey27 on signing today to one of the top engineering schools in the nation, Harvey Mudd, to further his academic and athletic career. #PumaPride https://t.co/5YuCdPs6HE', 'getting bored, and going to a place that looked like Harvey Mudd college, where I met my high school theater director, who gave me a note with what was supposed to be a gag — it was the minimum salary terms I should accept in my job search.', 'I’m super nostalgic 🥺 and yes it seems I like to make me self cry because I haven’t done anything but watch the Harvey Mudd concert ❤️ imagine Taylor going to you high school/college ...', 'MUDD SUMMER SESSION: The College will offer three- and six-week courses May 24–July 23. Follow the link for information about courses, financial aid and registration. https://t.co/lL4LQhxkFt #summerschool #STEM #onlinelearning']"
2'21,want,6,"['But then you were cool Clicking down the plain Push up to harvey mudd and I want Information,', ""I hope you'll join Paul Dosal of USF, Anna Gonzalez of Harvey Mudd, Daryl Lowe of Spelman, and Nancy Young of UMBC for this free 3/3/21 @chronicle event on the future of student affairs. DM me questions you want to ask these experts. Register at\nhttps://t.co/IRxRG4JFnR"", '@HMCAlumni from classes of 2020, 2015 &amp; 2010--We want to hear from you! It’s time to complete the @HEDSConsortium Alumni Survey! Check your email for an invite. We use the results to document the impact of an @harveymudd education &amp; shape AABOG priorities, so your voice matters!', ""@guywhits lots to detangle here\n\n1. just want faang job?\n2. jus want ml faang job?\n3. just want to do ml?\n4. exposure to all?\n\nfor the best option + expected value you can't go wrong with any of these: mit, stanford, berkeley, caltech, harvey mudd, u of t, waterloo"", 'and who had met the genie-figure (who was dressed and by all accounts looked totally ordinary, and was not out of place joining me and Mr. Myrene at Harvey Mudd. that old trope.) by going into a shallow pool of water to wash it out. See, she wanted to undo the wish, and so']"
2'21,probably,6,"[""I probably have a memorial Kleenex box dedicated to me at Harvey Mudd.\n\nI'm a very good professor."", '@dburbach @harveymudd @pomonacollege @dahosek They have had beer vending machines for decades. Japan, has been slow to pick up craft beer, but given the prior massive beer culture and craft beer as an opportunity to tirelessly perfect/experiment/tinker with something, they will probably lead the world in a few more years.', 'But you probably remember Benedict Arnold, Mudd, Lee Harvey Oswald, and many other traitors. https://t.co/BEVTBdlyV8', 'so anyway, after getting the slip of paper, Mr Myrene, the genie, and I, were walking through Harvey Mudd when a very loud piece of machinery began lumbering in our direction. It was time to go. We commandeered a bus-RV that had been out of service for probably 30 years,', 'As someone who studied #compbio at @harveymudd and did multiple internships as a SWE at @Microsoft, StackOverflow has saved my butt AT LEAST a bajillion times in probably 5 different languages (R, Python, C++, Java, etc.) 3/12']"
2'21,years,6,"['Harvey Mudd College Chemistry: visiting assistant professor starting Fall 2021 (1, possible extension to 2 or 3 years). Open field. Teaching and research opportunities. https://t.co/frR17o5GP5 @Chemjobber #ChemTwitter', ""I used to think gestures like these meant hardly anything to teachers. Oh how I was wrong.  \nOn top of this, students whom I've taught for 3 years straight, and recommended, are getting into their dream schools! Best feeling 😊 \n#harveymudd https://t.co/hBVdaZX6Xi"", '@dburbach @harveymudd @pomonacollege @dahosek They have had beer vending machines for decades. Japan, has been slow to pick up craft beer, but given the prior massive beer culture and craft beer as an opportunity to tirelessly perfect/experiment/tinker with something, they will probably lead the world in a few more years.', '@FrankCatalano @kspc @harveymudd Which years, and what was your on-air name at The Space?', 'so anyway, after getting the slip of paper, Mr Myrene, the genie, and I, were walking through Harvey Mudd when a very loud piece of machinery began lumbering in our direction. It was time to go. We commandeered a bus-RV that had been out of service for probably 30 years,', 'The list of  #testoptional #colleges continues to grow for The #classof2022  like #harveymudd #northwestern #fordham #santaclara #umass #caltech AND don’t forget many who have extended it for many years already like #wakeforest #casewestern #georgemason #uwashington #uc #wpi https://t.co/wSGVGhCXvf']"
